OBJECTID	TARGET_FID	LON	LAT	MAX_MMI
3458	9903	-120.5743454	38.76404647	4.9
3459	6907	-118.7777148	36.91976847	7.1
3460	9417	-122.550639	38.48331914	7.6
3461	8390	-121.023503	37.84767304	5.5
3462	6091	-119.1370409	36.41538631	6.5
3463	4255	-117.3404104	35.25016306	6.8
3464	1485	-116.082769	33.47055056	5.3
3465	10578	-122.4608075	39.18307398	4.4
3466	8414	-118.8675463	37.84767304	5.7
3467	6896	-119.7658616	36.91976847	6.0
3468	1008	-117.2505788	33.17029419	5.4
3469	6872	-121.9218183	36.91976847	7.2
3470	3411	-120.2150193	34.73502021	4.5
3471	8371	-122.7237962	37.86683711	8.4
3472	3188	-119.4065355	34.58724206	6.6
3473	2845	-118.9573779	34.36508134	7.3
3474	691	-114.4914454	32.94206728	
3475	9309	-121.8319868	38.41296569	5.2
3476	13238	-123.1794597	40.76628298	3.8
3477	3091	-117.6997365	34.51325422	6.9
3478	3670	-117.789568	34.88253456	6.4
3479	7237	-120.3946823	37.13491868	4.6
3480	5262	-120.6641769	35.90770736	5.0
3481	6685	-117.8793995	36.77599673	7.9
3482	8876	-119.0472094	38.13086661	4.2
3483	14985	-122.550639	41.77898207	3.8
3484	2378	-119.2073721	34.08323757	4.9
3485	12794	-121.3828291	40.49357985	2.6
3486	13953	-121.4726607	41.17324759	3.1
3487	9874	-123.1794597	38.76404647	7.5
3488	2192	-115.0946221	33.91898986	2.8
3489	12197	-122.9099651	40.15113624	4.4
3490	11644	-120.4845138	39.80695727	5.8
3491	9103	-119.496367	38.27205313	3.7
3492	12299	-124.1676065	40.2197639	8.6
3493	3212	-117.2505788	34.58724206	5.9
3494	2162	-117.789568	33.91898986	7.0
3495	14641	-122.1913129	41.57769967	3.8
3496	1851	-114.5038023	33.7101921	
3497	13138	-121.7421552	40.69821162	2.8
3498	6293	-121.8319868	36.55983269	6.9
3499	8530	-118.8675463	37.9185739	5.5
3500	3666	-118.1488941	34.88253456	7.2
3501	5606	-121.023503	36.12568658	5.9
3502	11065	-120.3946823	39.46104663	3.8
3503	5409	-117.8793995	35.98043408	7.9
3504	3201	-118.2387256	34.58724206	8.4
3505	5257	-121.1133345	35.90770736	5.6
3506	7489	-118.5980518	37.27801331	7.5
3507	6457	-117.5200734	36.63195482	7.1
3508	3799	-116.6217581	34.95619266	7.0
3509	4605	-117.1607473	35.46994406	7.0
3510	4738	-115.6336113	35.54307135	6.1
3511	5078	-116.3522635	35.76205328	6.5
3512	6338	-117.789568	36.55983269	8.0
3513	10465	-122.1913129	39.11340829	4.4
3514	571	-114.8251276	32.86900579	2.9
3515	82	-117.0717537	32.57172473	7.0
3516	6774	-120.3048508	36.8479164	5.0
3517	5642	-117.789568	36.12568658	7.5
3518	12309	-123.2692912	40.2197639	5.4
3519	3078	-118.8675463	34.51325422	7.8
3520	3086	-118.1488941	34.51325422	7.9
3521	2402	-117.0709158	34.06794862	5.6
3522	3000	-115.4539483	34.43920062	2.9
3523	4934	-118.8675463	35.68912602	5.9
3524	5368	-121.5598327	35.983099	4.8
3525	7567	-122.0116498	37.34945884	8.1
3526	12666	-122.4608075	40.42523013	2.8
3527	3068	-119.7658616	34.51325422	5.6
3528	4951	-117.3404104	35.68912602	7.1
3529	10922	-122.8201336	39.39165705	4.6
3530	4146	-116.7115897	35.17676988	6.9
3531	12885	-123.6286173	40.56186003	5.7
3532	6181	-121.4726607	36.48764317	6.5
3533	2409	-116.4420951	34.06794862	5.2
3534	3525	-120.3946823	34.80881039	5.8
3535	3893	-118.5980518	35.02978462	7.6
3536	5173	-118.2387256	35.83491374	6.7
3537	4052	-114.7579205	35.08477765	
3538	1369	-116.082769	33.39558348	4.1
3539	14288	-122.6404705	41.37578799	3.6
3540	12884	-123.7184489	40.56186003	6.0
3541	12565	-121.1133345	40.35681087	2.5
3542	2386	-118.5082202	34.06794862	6.8
3543	3124	-114.735296	34.51325422	
3544	8040	-121.2031661	37.63456121	5.7
3545	3063	-120.2150193	34.51325422	5.5
3546	15226	-121.7421552	41.91282048	3.1
3547	12331	-121.2929976	40.2197639	4.0
3548	9914	-119.6235836	38.73416968	3.7
3549	12921	-120.3946823	40.56186003	2.7
3550	6316	-119.7658616	36.55983269	4.4
3551	10000	-122.2811444	38.8340565	5.8
3552	12113	-120.0387956	40.08244294	4.0
3553	6644	-121.5624922	36.77599673	6.7
3554	5176	-117.9692311	35.83491374	7.3
3555	5635	-118.4183887	36.12568658	6.7
3556	3303	-119.496367	34.66116407	6.0
3557	10338	-123.1794597	39.04367366	7.2
3558	9877	-122.9099651	38.76404647	7.1
3559	13606	-121.3828291	40.97007905	2.9
3560	14624	-123.7184489	41.57769967	4.5
3561	11286	-121.3828291	39.59961844	4.4
3562	7455	-121.6523237	37.27801331	7.1
3563	326	-115.9929374	32.71797609	5.4
3564	7458	-121.3828291	37.27801331	5.2
3565	15239	-120.5743454	41.91282048	2.1
3566	7577	-121.1133345	37.34945884	6.5
3567	1935	-117.3404104	33.76977022	6.0
3568	11745	-121.8319868	39.87593172	4.0
3569	9566	-119.5861986	38.55360398	3.5
3570	791	-115.9031059	33.0197787	4.0
3571	13001	-123.6286173	40.63007062	5.5
3572	11956	-123.7184489	40.01367269	7.5
3573	12186	-123.8981119	40.15113624	8.0
3574	4570	-120.3048508	35.46994406	4.0
3575	11877	-120.3946823	39.94483687	3.8
3576	4950	-117.4302419	35.68912602	7.1
3577	13130	-122.4608075	40.69821162	3.2
3578	3425	-118.9573779	34.73502021	8.3
3579	14663	-120.2150193	41.57769967	2.3
3580	11289	-121.1133345	39.59961844	4.1
3581	431	-116.9810842	32.793523	6.0
3582	11966	-122.8201336	40.01367269	4.5
3583	11407	-120.9336715	39.6688006	3.8
3584	4165	-115.0047906	35.17676988	2.6
3585	8065	-118.9573779	37.63456121	7.0
3586	10571	-123.0896282	39.18307398	6.9
3587	9420	-122.2811444	38.48331914	7.2
3588	5875	-117.6997365	36.2706708	7.2
3589	13847	-120.5743454	41.10559451	4.3
3590	12210	-121.7421552	40.15113624	4.0
3591	5761	-117.5200734	36.19821225	7.1
3592	7830	-119.2268724	37.49214606	5.2
3593	2381	-118.9573779	34.06794862	5.5
3594	1033	-115.0047906	33.17029419	3.0
3595	10220	-123.3591228	38.97387013	7.0
3596	11509	-122.1913129	39.73791355	4.7
3597	5605	-121.1133345	36.12568658	6.1
3598	7839	-118.4183887	37.49214606	7.8
3599	8953	-122.550639	38.20149409	7.2
3600	901	-116.4420951	33.09506866	4.6
3601	1951	-115.9031059	33.76977022	3.7
3602	13929	-123.6286173	41.17324759	4.8
3603	3522	-120.6521569	34.80662716	3.2
3604	13846	-120.6641769	41.10559451	3.2
3605	15212	-122.9997966	41.91282048	3.5
3606	2608	-119.3687884	34.25039352	6.7
3607	3590	-114.5860984	34.80064753	5.7
3608	9189	-122.1913129	38.34254367	7.2
3609	6347	-116.9810842	36.55983269	6.7
3610	3107	-116.262432	34.51325422	5.8
3611	13959	-120.9336715	41.17324759	3.1
3612	11274	-122.4608075	39.59961844	4.4
3613	5371	-121.2929976	35.98043408	5.0
3614	1839	-115.5437798	33.69506275	3.3
3615	5969	-119.6760301	36.34306217	7.0
3616	3196	-118.6878833	34.58724206	8.4
3617	436	-116.5319266	32.793523	5.8
3618	3658	-118.8675463	34.88253456	8.9
3619	6639	-122.0031009	36.77777038	6.6
3620	2651	-115.5437798	34.21664596	3.1
3621	6561	-118.5980518	36.70400952	7.6
3622	3543	-118.7777148	34.80881039	8.8
3623	14760	-121.9218183	41.64486375	3.5
3624	4948	-117.6099049	35.68912602	8.0
3625	14748	-122.9997966	41.64486375	4.0
3626	7029	-118.2387256	36.99155291	8.6
3627	2828	-120.4615279	34.39782584	4.3
3628	1701	-117.5200734	33.62029027	5.4
3629	5300	-117.2505788	35.90770736	7.0
3630	8409	-119.316704	37.84767304	5.0
3631	12082	-122.8201336	40.08243916	4.3
3632	3900	-117.9692311	35.02978462	6.3
3633	3230	-115.6336113	34.58724206	5.6
3634	6535	-120.9336715	36.70400952	5.5
3635	14387	-124.1295402	41.44484615	4.7
3636	1124	-117.2505788	33.24545522	6.0
3637	12682	-121.023503	40.42523013	2.6
3638	10136	-120.4845138	38.90399773	4.5
3639	13014	-122.4608075	40.63007062	5.0
3640	15348	-121.2032079	41.97179151	2.1
3641	414	-118.4953868	32.80790832	
3642	11522	-121.023503	39.73791355	3.8
3643	6460	-117.2505788	36.63195482	6.9
3644	3095	-117.3404104	34.51325422	7.5
3645	320	-116.5319266	32.71797609	4.5
3646	4791	-121.2862611	35.6317603	4.2
3647	9068	-122.6404705	38.27205313	7.5
3648	9871	-123.4489543	38.76404647	8.8
3649	13820	-122.9997966	41.10559451	4.1
3650	15103	-122.3709759	41.84593627	5.0
3651	12659	-123.0896282	40.42523013	4.1
3652	5194	-116.3522635	35.83491374	6.5
3653	5611	-120.5743454	36.12568658	6.2
3654	15318	-123.8980879	41.97112294	2.9
3655	7947	-119.1370409	37.56338767	5.4
3656	11167	-121.6523237	39.53036711	4.6
3657	14054	-122.8201336	41.24083088	3.9
3658	7099	-122.3557231	37.07957169	6.9
3659	13474	-122.8201336	40.90221672	2.8
3660	1019	-116.262432	33.17029419	5.4
3661	4336	-120.4845138	35.32348985	3.8
3662	1255	-115.9031059	33.32055167	4.7
3663	4844	-116.5319266	35.61613202	6.6
3664	12103	-120.9336715	40.08243916	3.9
3665	13813	-123.6286173	41.10559451	4.6
3666	6537	-120.7540084	36.70400952	6.1
3667	4339	-120.2150193	35.32348985	4.1
3668	10713	-120.7540084	39.25267069	5.8
3669	3907	-117.3404104	35.02978462	6.6
3670	8175	-119.496367	37.70566666	4.7
3671	11724	-123.7184489	39.87593172	7.9
3672	11158	-122.4608075	39.53036711	4.4
3673	4964	-116.1726005	35.68912602	6.4
3674	3871	-120.5743454	35.02978462	4.6
3675	207	-116.2630341	32.64327638	5.6
3676	4115	-119.496367	35.17676988	7.0
3677	1600	-116.1726005	33.54545285	4.9
3678	11035	-123.0896282	39.46104663	6.4
3679	3898	-118.1488941	35.02978462	6.7
3680	5043	-119.496367	35.76205328	5.5
3681	10122	-121.7421552	38.90399773	5.0
3682	4585	-118.9573779	35.46994406	6.9
3683	11389	-122.550639	39.6688006	4.2
3684	10911	-123.8082804	39.39165705	8.7
3685	8284	-120.1251877	37.77670394	3.8
3686	3809	-115.7234428	34.95619266	6.3
3687	5280	-119.0472094	35.90770736	6.0
3688	7580	-120.84384	37.34945884	6.3
3689	14431	-120.2150193	41.44316177	2.5
3690	4618	-115.9929374	35.46994406	6.3
3691	6432	-119.7658616	36.63195482	4.6
3692	8760	-119.0472094	38.06017072	4.3
3693	8839	-122.3709759	38.13086661	6.9
3694	14619	-124.1540879	41.57969775	4.3
3695	12335	-120.9336715	40.2197639	4.1
3696	8026	-122.4608075	37.63456121	8.5
3697	1011	-116.9810842	33.17029419	5.1
3698	13940	-122.6404705	41.17324759	3.3
3699	14079	-120.5743454	41.24083088	3.3
3700	14865	-122.9099651	41.71195789	6.0
3701	13016	-122.2811444	40.63007062	3.2
3702	5747	-118.7777148	36.19821225	6.5
3703	4930	-119.2268724	35.68912602	6.0
3704	4956	-116.8912527	35.68912602	6.8
3705	7482	-119.2268724	37.27801331	5.4
3706	4362	-118.1488941	35.32348985	6.3
3707	6426	-120.3048508	36.63195482	5.3
3708	9450	-119.5861986	38.48331914	3.5
3709	4486	-117.4302419	35.39675021	6.9
3710	5423	-116.6217581	35.98043408	6.6
3711	789	-116.082769	33.0197787	4.2
3712	6122	-116.3933992	36.38218952	6.4
3713	12797	-121.1133345	40.49357985	2.6
3714	5603	-121.2929976	36.12568658	5.4
3715	801	-115.0047906	33.0197787	3.0
3716	2199	-114.509582	33.90394578	
3717	13356	-122.9997966	40.83428469	3.3
3718	11279	-122.0116498	39.59961844	4.8
3719	9986	-123.5387858	38.8340565	8.2
3720	2078	-114.9149591	33.84441261	2.7
3721	11285	-121.4726607	39.59961844	4.5
3722	2431	-114.4723828	34.06896256	3.8
3723	13585	-123.2692912	40.97007905	3.7
3724	570	-114.9149591	32.86900579	4.6
3725	11383	-123.0896282	39.6688006	6.0
3726	3929	-115.3641167	35.02978462	6.0
3727	12652	-123.7184489	40.42523013	6.4
3728	5525	-117.8793995	36.05309384	7.9
3729	7700	-120.4845138	37.42083643	6.1
3730	202	-116.7115897	32.64236512	4.9
3731	11528	-120.4845138	39.73791355	5.4
3732	10798	-123.5387858	39.32219839	7.1
3733	909	-115.7234428	33.09506866	3.8
3734	15215	-122.7303021	41.91282048	3.2
3735	14060	-122.2811444	41.24083088	4.1
3736	6571	-117.6997365	36.70400952	7.2
3737	13922	-124.2280647	41.15552358	5.8
3738	13461	-123.9879435	40.90221672	6.2
3739	2876	-116.1726005	34.36508134	5.6
3740	11184	-120.1251877	39.53036711	3.8
3741	8878	-118.8675463	38.13086661	5.0
3742	7589	-120.0353562	37.34945884	4.0
3743	4970	-115.6336113	35.68912602	6.0
3744	4721	-117.1607473	35.54307135	7.0
3745	4333	-120.7540084	35.32348985	4.2
3746	5397	-118.9573779	35.98043408	6.2
3747	1818	-117.4302419	33.69506275	5.6
3748	10233	-122.1913129	38.97387013	4.4
3749	6200	-119.7658616	36.48764317	4.5
3750	4218	-120.6641769	35.25016306	6.1
3751	673	-116.082769	32.94442438	4.2
3752	11867	-121.2929976	39.94483687	3.7
3753	11150	-123.1794597	39.53036711	6.7
3754	2949	-120.0342141	34.44191343	5.4
3755	4459	-119.8556931	35.39675021	4.6
3756	3120	-115.0946221	34.51325422	2.7
3757	2413	-116.082769	34.06794862	5.1
3758	6414	-121.3828291	36.63195482	6.3
3759	3225	-116.082769	34.58724206	5.9
3760	3234	-115.2742852	34.58724206	2.7
3761	7336	-121.9218183	37.20649991	8.2
3762	7827	-119.496367	37.49214606	4.6
3763	5983	-118.4183887	36.34306217	7.3
3764	13114	-123.8981119	40.69821162	6.7
3765	6988	-121.9218183	36.99155291	8.0
3766	5765	-117.1607473	36.19821225	6.9
3767	13349	-123.6286173	40.83428469	4.8
3768	9419	-122.3709759	38.48331914	7.8
3769	7264	-117.9692311	37.13491868	8.0
3770	11983	-121.2929976	40.01367269	3.7
3771	15340	-121.9218901	41.97488266	2.9
3772	7719	-118.7777148	37.42083643	6.8
3773	6695	-116.9817902	36.77542645	6.7
3774	10824	-121.2031661	39.32219839	4.0
3775	11996	-120.1251877	40.01367269	4.9
3776	2535	-115.5437798	34.14233	3.1
3777	12077	-123.2692912	40.08243916	5.8
3778	9216	-119.7658616	38.34254367	3.7
3779	13733	-120.3946823	41.03787166	3.1
3780	4506	-115.6336113	35.39675021	6.1
3781	11061	-120.7540084	39.46104663	4.0
3782	10255	-120.2150193	38.97387013	4.0
3783	4357	-118.5980518	35.32348985	6.7
3784	11758	-120.6641769	39.87593172	3.7
3785	11854	-122.4608075	39.94483687	4.0
3786	8843	-122.0116498	38.13086661	7.3
3787	14303	-121.2929976	41.37578799	2.9
3788	11496	-123.3591228	39.73791355	7.0
3789	5486	-121.3828291	36.05309384	5.0
3790	3077	-118.9573779	34.51325422	7.7
3791	7814	-120.6641769	37.49214606	5.6
3792	4733	-116.082769	35.54307135	6.4
3793	14199	-120.2150193	41.30834436	2.7
3794	4485	-117.5200734	35.39675021	6.9
3795	6090	-119.2268724	36.41538631	6.4
3796	8957	-122.1913129	38.20149409	7.5
3797	4347	-119.496367	35.32348985	5.1
3798	10001	-122.1913129	38.8340565	5.4
3799	7581	-120.7540084	37.34945884	5.7
3800	12449	-121.1133345	40.28832212	4.0
3801	9423	-122.0116498	38.48331914	5.9
3802	8951	-122.7303021	38.20149409	7.8
3803	7483	-119.1370409	37.27801331	5.7
3804	6345	-117.1607473	36.55983269	6.9
3805	2848	-118.6878833	34.36508134	7.5
3806	12209	-121.8319868	40.15113624	4.0
3807	6884	-120.84384	36.91976847	6.5
3808	3215	-116.9810842	34.58724206	6.1
3809	7453	-121.8319868	37.27801331	8.0
3810	3461	-115.7234428	34.73502021	6.0
3811	1494	-115.2742852	33.47055056	3.1
3812	3344	-115.8132744	34.66116407	5.9
3813	5487	-121.2929976	36.05309384	5.2
3814	4270	-115.9929374	35.25016306	6.4
3815	11278	-122.1014814	39.59961844	5.1
3816	4257	-117.1607473	35.25016306	6.9
3817	12648	-124.077775	40.42523013	7.7
3818	5860	-119.0472094	36.2706708	6.6
3819	13926	-123.8981119	41.17324759	6.0
3820	4039	-115.9031059	35.10331038	6.4
3821	14767	-121.2929976	41.64486375	2.7
3822	8757	-119.316704	38.06017072	4.0
3823	13353	-123.2692912	40.83428469	3.8
3824	3083	-118.4183887	34.51325422	8.0
3825	12557	-121.8319868	40.35681087	2.5
3826	3650	-119.5861986	34.88253456	5.3
3827	7335	-122.0116498	37.20649991	8.6
3828	12878	-124.257438	40.56186003	8.0
3829	3653	-119.316704	34.88253456	6.0
3830	7701	-120.3946823	37.42083643	6.1
3831	7255	-118.7777148	37.13491868	7.0
3832	12680	-121.2031661	40.42523013	2.5
3833	5625	-119.316704	36.12568658	6.4
3834	13734	-120.3048508	41.03787166	3.0
3835	8027	-122.3709759	37.63456121	8.0
3836	13812	-123.7184489	41.10559451	5.0
3837	13591	-122.7303021	40.97007905	2.8
3838	7234	-120.6641769	37.13491868	5.8
3839	12217	-121.1133345	40.15113624	4.0
3840	15196	-124.4008515	41.88222677	4.3
3841	13494	-121.023503	40.90221672	2.9
3842	4145	-116.8014212	35.17676988	6.9
3843	6110	-117.4302419	36.41538631	7.0
3844	4036	-116.1726005	35.10331038	6.6
3845	1726	-115.2742852	33.62029027	3.1
3846	6213	-118.5980518	36.48764317	7.4
3847	3306	-119.2268724	34.66116407	7.3
3848	4690	-119.9455247	35.54307135	4.5
3849	13817	-123.2692912	41.10559451	4.0
3850	4842	-116.7115897	35.61613202	6.7
3851	11529	-120.3946823	39.73791355	4.0
3852	5984	-118.3285572	36.34306217	7.4
3853	8960	-121.9218183	38.20149409	6.8
3854	12893	-122.9099651	40.56186003	3.3
3855	6893	-120.0353562	36.91976847	5.6
3856	9910	-119.9455247	38.76404647	3.8
3857	13144	-121.2031661	40.69821162	2.8
3858	5534	-117.0709158	36.05309384	6.8
3859	12324	-121.9218183	40.2197639	4.0
3860	7686	-121.7421552	37.42083643	6.2
3861	13254	-121.7421552	40.76628298	2.9
3862	10796	-123.7184489	39.32219839	7.9
3863	13808	-124.077775	41.10559451	5.7
3864	3896	-118.3285572	35.02978462	7.1
3865	13040	-120.1251877	40.63007062	2.7
3866	3292	-120.4845138	34.66116407	7.5
3867	5289	-118.2387256	35.90770736	6.7
3868	6916	-117.9692311	36.91976847	8.1
3869	5201	-115.7282609	35.83093999	6.1
3870	2504	-118.3285572	34.14233	7.5
3871	3814	-115.2742852	34.95619266	2.5
3872	2062	-116.3522635	33.84441261	7.0
3873	15094	-123.1794597	41.84593627	3.7
3874	5062	-117.789568	35.76205328	7.3
3875	3567	-116.6217581	34.80881039	6.7
3876	11634	-121.3828291	39.80695727	4.0
3877	3574	-115.9929374	34.80881039	6.3
3878	8609	-122.1913129	37.98940647	7.7
3879	5615	-120.2150193	36.12568658	5.5
3880	6186	-121.023503	36.48764317	5.6
3881	11878	-120.3048508	39.94483687	3.8
3882	6431	-119.8556931	36.63195482	4.6
3883	3406	-120.6562785	34.73814911	3.1
3884	10236	-121.9218183	38.97387013	4.6
3885	3348	-115.4539483	34.66116407	2.7
3886	2842	-119.2268724	34.36508134	7.4
3887	7716	-119.0472094	37.42083643	5.8
3888	12898	-122.4608075	40.56186003	2.9
3889	4448	-120.84384	35.39675021	6.5
3890	11491	-123.8082804	39.73791355	8.2
3891	11177	-120.7540084	39.53036711	3.9
3892	12773	-123.2692912	40.49357985	4.6
3893	1034	-114.9149591	33.17029419	2.9
3894	7683	-122.0116498	37.42083643	7.1
3895	5418	-117.0709158	35.98043408	6.8
3896	4826	-118.1488941	35.61613202	6.8
3897	14880	-121.5624922	41.71195789	3.0
3898	6119	-116.6217581	36.41538631	6.5
3899	3442	-117.4302419	34.73502021	6.0
3900	8846	-121.7421552	38.13086661	7.0
3901	10804	-122.9997966	39.32219839	6.2
3902	12314	-122.8201336	40.2197639	4.0
3903	5400	-118.6878833	35.98043408	5.8
3904	14406	-122.4608075	41.44316177	3.4
3905	12540	-123.3591228	40.35681087	5.3
3906	5051	-118.7777148	35.76205328	5.5
3907	3673	-117.5200734	34.88253456	6.2
3908	2894	-114.555633	34.36508134	
3909	7804	-121.5624922	37.49214606	5.8
3910	2855	-118.0590626	34.36508134	7.3
3911	15345	-121.4728094	41.972007	2.7
3912	8028	-122.2811444	37.63456121	7.4
3913	5995	-117.3404104	36.34306217	7.0
3914	8633	-120.0353562	37.98940647	3.8
3915	7030	-118.1488941	36.99155291	8.5
3916	7341	-121.4726607	37.20649991	6.1
3917	6452	-117.9692311	36.63195482	8.5
3918	6070	-121.023503	36.41538631	5.4
3919	12783	-122.3709759	40.49357985	2.9
3920	14044	-123.7184489	41.24083088	6.0
3921	6458	-117.4302419	36.63195482	7.0
3922	3217	-116.8014212	34.58724206	6.2
3923	2636	-116.8912527	34.21664596	5.4
3924	3664	-118.3285572	34.88253456	7.6
3925	3200	-118.3285572	34.58724206	8.6
3926	6757	-121.8319868	36.8479164	8.0
3927	5954	-121.023503	36.34306217	5.6
3928	1956	-115.4539483	33.76977022	4.8
3929	445	-115.7234428	32.793523	6.8
3930	13718	-121.7421552	41.03787166	3.3
3931	6809	-117.1607473	36.8479164	6.8
3932	1247	-116.6217581	33.32055167	4.8
3933	8604	-122.6404705	37.98940647	8.1
3934	4495	-116.6217581	35.39675021	6.8
3935	14635	-122.7303021	41.57769967	4.0
3936	11413	-120.3946823	39.6688006	4.0
3937	4251	-117.6997365	35.25016306	6.6
3938	89	-116.4464459	32.59790669	4.0
3939	7468	-120.4845138	37.27801331	5.5
3940	6092	-119.0472094	36.41538631	6.6
3941	6563	-118.4183887	36.70400952	8.1
3942	9415	-122.7303021	38.48331914	9.0
3943	4352	-119.0472094	35.32348985	7.0
3944	9684	-119.4365081	38.59936761	3.1
3945	13140	-121.5624922	40.69821162	2.7
3946	10811	-122.3709759	39.32219839	4.4
3947	9067	-122.7303021	38.27205313	7.5
3948	14514	-123.1794597	41.51046567	4.2
3949	8873	-119.316704	38.13086661	3.8
3950	6198	-119.9455247	36.48764317	4.9
3951	8034	-121.7421552	37.63456121	6.7
3952	6761	-121.4726607	36.8479164	7.4
3953	3643	-120.2150193	34.88253456	4.3
3954	7041	-117.1855989	36.97073193	6.8
3955	11163	-122.0116498	39.53036711	4.8
3956	6185	-121.1133345	36.48764317	5.8
3957	6066	-121.3828291	36.41538631	6.6
3958	5499	-120.2150193	36.05309384	5.3
3959	4470	-118.8675463	35.39675021	6.9
3960	9333	-119.6760301	38.41296569	3.6
3961	7361	-119.6760301	37.20649991	4.1
3962	10691	-122.7303021	39.25267069	4.8
3963	2056	-116.8912527	33.84441261	5.2
3964	4239	-118.7777148	35.25016306	7.1
3965	2429	-114.6454645	34.06794862	
3966	13723	-121.2929976	41.03787166	3.0
3967	2738	-118.1488941	34.29089643	7.0
3968	10953	-120.0428807	39.39181079	7.3
3969	2549	-114.3057634	34.16504017	4.8
3970	9181	-122.9099651	38.34254367	9.0
3971	8045	-120.7540084	37.63456121	5.0
3972	2021	-120.0518226	33.87145876	
3973	8959	-122.0116498	38.20149409	7.1
3974	6179	-121.6523237	36.48764317	5.9
3975	10913	-123.6286173	39.39165705	7.3
3976	8861	-120.3946823	38.13086661	4.3
3977	12440	-121.9218183	40.28832212	2.6
3978	11624	-122.2811444	39.80695727	4.3
3979	14302	-121.3828291	41.37578799	2.9
3980	87	-116.6237421	32.59061423	7.0
3981	3772	-119.0472094	34.95619266	7.6
3982	9679	-119.8556931	38.62382017	3.6
3983	2272	-118.3285572	33.99350188	7.4
3984	11270	-122.8201336	39.59961844	4.8
3985	12198	-122.8201336	40.15113624	4.1
3986	1379	-115.1844537	33.39558348	3.1
3987	5960	-120.4845138	36.34306217	6.4
3988	216	-115.457726	32.67387898	6.5
3989	5292	-117.9692311	35.90770736	7.8
3990	1814	-117.789568	33.69506275	6.0
3991	1138	-115.9929374	33.24545522	4.6
3992	6332	-118.3285572	36.55983269	8.0
3993	920	-114.7391456	33.09394565	2.8
3994	2763	-115.9031059	34.29089643	5.3
3995	5876	-117.6099049	36.2706708	7.1
3996	14055	-122.7303021	41.24083088	3.6
3997	10565	-123.6286173	39.18307398	8.0
3998	2727	-119.1370409	34.29089643	7.3
3999	88	-116.5345864	32.59431228	5.0
4000	4469	-118.9573779	35.39675021	7.1
4001	6581	-116.8187558	36.68895648	6.6
4002	548	-116.8912527	32.86900579	6.2
4003	8180	-119.0472094	37.70566666	5.4
4004	11632	-121.5624922	39.80695727	4.2
4005	2735	-118.4183887	34.29089643	6.2
4006	2185	-115.7234428	33.91898986	3.4
4007	11756	-120.84384	39.87593172	3.6
4008	1581	-117.8742854	33.55179962	5.5
4009	9989	-123.2692912	38.8340565	7.6
4010	2073	-115.3641167	33.84441261	3.1
4011	1708	-116.8912527	33.62029027	6.0
4012	7350	-120.6641769	37.20649991	5.7
4013	12452	-120.84384	40.28832212	4.1
4014	8852	-121.2031661	38.13086661	6.0
4015	14998	-121.3828291	41.77898207	2.7
4016	11515	-121.6523237	39.73791355	4.6
4017	4233	-119.316704	35.25016306	5.6
4018	4265	-116.4420951	35.25016306	6.7
4019	7140	-118.6878833	37.06326967	7.3
4020	12789	-121.8319868	40.49357985	2.6
4021	4392	-115.4539483	35.32348985	6.0
4022	5754	-118.1488941	36.19821225	7.2
4023	15342	-121.7423248	41.97376565	3.0
4024	10343	-122.7303021	39.04367366	6.2
4025	15233	-121.1133345	41.91282048	2.2
4026	9448	-119.7658616	38.48331914	3.6
4027	6121	-116.4538352	36.40549169	6.4
4028	3579	-115.5437798	34.80881039	5.9
4029	7608	-118.3285572	37.34945884	7.7
4030	5867	-118.4183887	36.2706708	7.1
4031	898	-116.7115897	33.09506866	7.0
4032	10218	-123.5387858	38.97387013	7.7
4033	8406	-119.5861986	37.84767304	5.0
4034	6103	-118.0590626	36.41538631	8.0
4035	8188	-118.3285572	37.70566666	7.3
4036	12450	-121.023503	40.28832212	4.0
4037	2762	-115.9929374	34.29089643	5.4
4038	3794	-117.0709158	34.95619266	6.6
4039	440	-116.1726005	32.793523	4.2
4040	6294	-121.7421552	36.55983269	7.1
4041	1617	-114.6454645	33.54545285	5.4
4042	11857	-122.1913129	39.94483687	4.0
4043	10928	-122.2811444	39.39165705	4.7
4044	9101	-119.6760301	38.27205313	3.8
4045	2771	-115.1844537	34.29089643	2.8
4046	4935	-118.7777148	35.68912602	5.8
4047	12087	-122.3709759	40.08243916	3.8
4048	9655	-122.0116498	38.62382017	5.6
4049	5838	-121.023503	36.2706708	6.1
4050	2617	-118.5980518	34.21664596	8.5
4051	6792	-118.6878833	36.8479164	7.4
4052	4928	-119.4065355	35.68912602	5.5
4053	7252	-119.0472094	37.13491868	6.1
4054	5760	-117.6099049	36.19821225	7.1
4055	5376	-120.84384	35.98043408	5.5
4056	910	-115.6336113	33.09506866	3.7
4057	3429	-118.5980518	34.73502021	9.0
4058	5388	-119.7658616	35.98043408	5.0
4059	3768	-119.4065355	34.95619266	6.0
4060	2269	-118.598384	34.0088132	6.8
4061	6109	-117.5200734	36.41538631	7.0
4062	7565	-122.1913129	37.34945884	8.5
4063	2137	-120.0357376	33.91932532	2.8
4064	8756	-119.4065355	38.06017072	4.1
4065	12883	-123.8082804	40.56186003	6.4
4066	10710	-121.023503	39.25267069	5.5
4067	8046	-120.6641769	37.63456121	5.5
4068	8625	-120.7540084	37.98940647	4.0
4069	3642	-120.3048508	34.88253456	4.1
